"RecID","Enclave","Alias","Port","IP","FQDN","HostName","NamedInstance","InstanceName","CheckType","CheckListType","CredentialRequired","CredentialAlias","Enable"
"1","DEVLAB","DEV-SQL01","40482","192.168.125.12","VIPTO-POWERSHELL","DEV-SQL01","True","SANDBOX01","Instance","SQLServerInstance","True","DEVLABCreds","True"
